StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
TestPybindStrategy,2021-Nov-05 13:30:00.322193,AAPL,-100,151.860000,0.460166,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191547,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.558185,AAPL,-100,151.910000,0.460278,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191548,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.559354,AAPL,-1,151.880000,0.004602,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191549,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.559354,AAPL,-49,151.870000,0.225493,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191549,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.559354,AAPL,-49,151.860000,0.225482,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191549,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.559354,AAPL,-1,151.850000,0.004601,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191549,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.603515,AAPL,-1,151.880000,0.004602,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191550,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.603515,AAPL,-50,151.870000,0.230094,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191550,,FILL
TestPybindStrategy,2021-Nov-05 13:30:00.603515,AAPL,-49,151.860000,0.225482,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191550,,FILL
TestPybindStrategy,2021-Nov-05 13:30:01.936345,AAPL,-1,151.880000,0.004602,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191551,,FILL
TestPybindStrategy,2021-Nov-05 13:30:01.936345,AAPL,-59,151.870000,0.271511,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191551,,FILL
TestPybindStrategy,2021-Nov-05 13:30:01.936345,AAPL,-40,151.860000,0.184067,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191551,,FILL
TestPybindStrategy,2021-Nov-05 13:30:02.701093,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191552,,FILL
TestPybindStrategy,2021-Nov-05 13:30:02.822618,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191553,,FILL
TestPybindStrategy,2021-Nov-05 13:30:02.829243,AAPL,-100,151.850000,0.460144,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191554,,FILL
TestPybindStrategy,2021-Nov-05 13:30:03.237286,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191555,,FILL
TestPybindStrategy,2021-Nov-05 13:30:03.244495,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191556,,FILL
TestPybindStrategy,2021-Nov-05 13:30:03.429220,AAPL,-100,151.810000,0.460054,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191557,,FILL
TestPybindStrategy,2021-Nov-05 13:30:03.670686,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191558,,FILL
TestPybindStrategy,2021-Nov-05 13:30:03.837484,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191559,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.169532,AAPL,100,151.900000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191560,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.169654,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191561,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.169995,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191562,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.170810,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191563,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.172027,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191564,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.414362,AAPL,100,151.840000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191565,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.537294,AAPL,100,151.830000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191566,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.669008,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191567,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.966908,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191568,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.966936,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191569,,FILL
TestPybindStrategy,2021-Nov-05 13:30:05.344429,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191570,,FILL
TestPybindStrategy,2021-Nov-05 13:30:05.344431,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191571,,FILL
TestPybindStrategy,2021-Nov-05 13:30:06.134110,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191572,,FILL
TestPybindStrategy,2021-Nov-05 13:30:06.496232,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191573,,FILL
TestPybindStrategy,2021-Nov-05 13:30:07.203471,AAPL,100,151.890000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191574,,FILL
TestPybindStrategy,2021-Nov-05 13:30:08.030145,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191575,,FILL
TestPybindStrategy,2021-Nov-05 13:30:08.030702,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191576,,FILL
TestPybindStrategy,2021-Nov-05 13:30:08.233307,AAPL,100,151.840000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191577,,FILL
TestPybindStrategy,2021-Nov-05 13:30:09.760695,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191578,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.078573,AAPL,100,151.890000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191579,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.080476,AAPL,-100,148.180000,0.451923,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191580,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.089008,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191581,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.096131,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191581,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.142776,AAPL,-100,151.780000,0.459987,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191582,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.142777,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191583,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.181691,AAPL,100,151.830000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191584,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.282563,AAPL,100,151.810000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191585,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.352766,AAPL,100,151.880000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191586,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.720398,AAPL,100,151.940000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191587,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.758594,AAPL,100,151.940000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191588,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.758626,AAPL,-100,151.880000,0.460211,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191589,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.791197,AAPL,-100,151.900000,0.460256,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191590,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.822927,AAPL,100,151.950000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191591,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.143010,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191592,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.143305,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191592,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.449957,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191593,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.450470,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191593,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.554053,AAPL,-100,151.910000,0.460278,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191594,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.747170,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191595,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.790665,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191595,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.811917,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191596,,FILL
TestPybindStrategy,2021-Nov-05 13:30:12.812019,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191596,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.058265,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191597,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.058352,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191597,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.058352,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191598,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.058386,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191598,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.354002,AAPL,100,151.970000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191599,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.360809,AAPL,100,151.970000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191600,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.365075,AAPL,100,151.970000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191601,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.488112,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191602,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.488129,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191602,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.488129,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191603,,FILL
TestPybindStrategy,2021-Nov-05 13:30:13.488230,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191603,,FILL
TestPybindStrategy,2021-Nov-05 13:30:14.153936,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191604,,FILL
TestPybindStrategy,2021-Nov-05 13:30:14.153945,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191604,,FILL
TestPybindStrategy,2021-Nov-05 13:30:14.155360,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191605,,FILL
TestPybindStrategy,2021-Nov-05 13:30:14.155998,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191605,,FILL
TestPybindStrategy,2021-Nov-05 13:30:14.155998,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191606,,FILL
TestPybindStrategy,2021-Nov-05 13:30:14.156919,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191606,,FILL
TestPybindStrategy,2021-Nov-05 13:30:16.239738,AAPL,-100,151.770000,0.459965,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191607,,FILL
TestPybindStrategy,2021-Nov-05 13:30:17.697787,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191608,,FILL
TestPybindStrategy,2021-Nov-05 13:30:17.720379,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191608,,FILL
TestPybindStrategy,2021-Nov-05 13:30:17.721021,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191609,,FILL
TestPybindStrategy,2021-Nov-05 13:30:19.319984,AAPL,-100,147.660000,0.450758,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191610,,FILL
TestPybindStrategy,2021-Nov-05 13:30:20.728622,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191611,,FILL
TestPybindStrategy,2021-Nov-05 13:30:20.731070,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191611,,FILL
TestPybindStrategy,2021-Nov-05 13:30:20.732123,AAPL,-100,151.690000,0.459786,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191612,,FILL
TestPybindStrategy,2021-Nov-05 13:30:21.172320,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191613,,FILL
TestPybindStrategy,2021-Nov-05 13:30:21.172338,AAPL,15,152.600000,0.018000,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191613,,FILL
TestPybindStrategy,2021-Nov-05 13:30:21.172338,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191614,,FILL
TestPybindStrategy,2021-Nov-05 13:30:21.172365,AAPL,2,152.600000,0.002400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191613,,FILL
TestPybindStrategy,2021-Nov-05 13:30:21.172365,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191614,,FILL
TestPybindStrategy,2021-Nov-05 13:30:22.436442,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191615,,FILL
TestPybindStrategy,2021-Nov-05 13:30:22.436442,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645191615,,FILL
TestPybindStrategy,2021-Nov-05 13:30:22.751536,AAPL,100,151.710000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191616,,FILL
TestPybindStrategy,2021-Nov-05 13:30:23.469634,AAPL,100,151.690000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645191617,,FILL
