StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
TestPybindStrategy,2021-Nov-05 13:30:00.558185,2021-Nov-05 13:30:00.558185,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.910000,-100,0,-100,0,151.910000,0.460278,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180208,,,
TestPybindStrategy,2021-Nov-05 13:30:00.894256,2021-Nov-05 13:30:00.894256,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.910000,-100,0,-100,0,151.910000,0.460278,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180209,,,
TestPybindStrategy,2021-Nov-05 13:30:00.894278,2021-Nov-05 13:30:00.894278,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.910000,-100,0,-100,0,151.910000,0.460278,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180210,,,
TestPybindStrategy,2021-Nov-05 13:30:03.670686,2021-Nov-05 13:30:04.273896,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.870000,100,0,100,0,151.870000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180211,,,
TestPybindStrategy,2021-Nov-05 13:30:03.837484,2021-Nov-05 13:30:03.837484,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180212,,,
TestPybindStrategy,2021-Nov-05 13:30:04.169532,2021-Nov-05 13:30:04.169532,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.900000,100,0,100,0,151.900000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180213,,,
TestPybindStrategy,2021-Nov-05 13:30:04.169654,2021-Nov-05 13:30:04.169654,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.870000,-100,0,-100,0,151.870000,0.460189,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180214,,,
TestPybindStrategy,2021-Nov-05 13:30:04.169995,2021-Nov-05 13:30:04.169995,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.870000,-100,0,-100,0,151.870000,0.460189,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180215,,,
TestPybindStrategy,2021-Nov-05 13:30:04.170810,2021-Nov-05 13:30:04.170810,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.870000,-100,0,-100,0,151.870000,0.460189,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180216,,,
TestPybindStrategy,2021-Nov-05 13:30:04.414362,2021-Nov-05 13:30:04.414362,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.840000,100,0,100,0,151.840000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180217,,,
TestPybindStrategy,2021-Nov-05 13:30:04.537294,2021-Nov-05 13:30:04.537294,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.830000,100,0,100,0,151.830000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180218,,,
TestPybindStrategy,2021-Nov-05 13:30:04.669008,2021-Nov-05 13:30:04.669008,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180219,,,
TestPybindStrategy,2021-Nov-05 13:30:04.966908,2021-Nov-05 13:30:04.966908,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.850000,100,0,100,0,151.850000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180220,,,
TestPybindStrategy,2021-Nov-05 13:30:04.966936,2021-Nov-05 13:30:04.966936,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.850000,100,0,100,0,151.850000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180221,,,
TestPybindStrategy,2021-Nov-05 13:30:05.344429,2021-Nov-05 13:30:05.344429,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180222,,,
TestPybindStrategy,2021-Nov-05 13:30:05.344431,2021-Nov-05 13:30:05.344431,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180223,,,
TestPybindStrategy,2021-Nov-05 13:30:06.134110,2021-Nov-05 13:30:06.134110,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180224,,,
TestPybindStrategy,2021-Nov-05 13:30:06.496232,2021-Nov-05 13:30:06.496232,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180225,,,
TestPybindStrategy,2021-Nov-05 13:30:07.203471,2021-Nov-05 13:30:07.203471,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.890000,100,0,100,0,151.890000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180226,,,
TestPybindStrategy,2021-Nov-05 13:30:08.030145,2021-Nov-05 13:30:08.030145,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180227,,,
TestPybindStrategy,2021-Nov-05 13:30:08.030702,2021-Nov-05 13:30:08.030702,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180228,,,
TestPybindStrategy,2021-Nov-05 13:30:08.233307,2021-Nov-05 13:30:08.233307,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.840000,100,0,100,0,151.840000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180229,,,
TestPybindStrategy,2021-Nov-05 13:30:09.760695,2021-Nov-05 13:30:09.760695,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,100,0,100,0,153.820000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180230,,,
TestPybindStrategy,2021-Nov-05 13:30:11.078573,2021-Nov-05 13:30:11.078573,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.890000,100,0,100,0,151.890000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180231,,,
TestPybindStrategy,2021-Nov-05 13:30:11.080476,2021-Nov-05 13:30:11.080867,FILLED,FILL,AAPL,BUY,LIMIT,DAY,152.600000,100,0,100,0,152.600000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180232,,,
TestPybindStrategy,2021-Nov-05 13:30:11.089008,2021-Nov-05 13:30:11.096131,FILLED,FILL,AAPL,BUY,LIMIT,DAY,152.600000,100,0,100,0,152.600000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645180233,,,
