StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
TestPybindStrategy,2021-Nov-05 13:30:00.297178,2021-Nov-05 13:30:00.297178,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.880000,10,0,10,0,151.880000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206586,,,
TestPybindStrategy,2021-Nov-05 13:30:00.322193,2021-Nov-05 13:30:00.322193,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.860000,-10,0,-10,0,151.860000,0.046017,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206587,,,
TestPybindStrategy,2021-Nov-05 13:30:00.322206,2021-Nov-05 13:30:00.322206,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206588,,,
TestPybindStrategy,2021-Nov-05 13:30:00.452254,2021-Nov-05 13:30:00.452254,FILLED,FILL,AAPL,SELL,LIMIT,DAY,147.660000,-10,0,-10,0,147.660000,0.045076,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206589,,,
TestPybindStrategy,2021-Nov-05 13:30:00.558185,2021-Nov-05 13:30:00.558185,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206590,,,
TestPybindStrategy,2021-Nov-05 13:30:00.559354,2021-Nov-05 13:30:00.570926,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206591,,,
TestPybindStrategy,2021-Nov-05 13:30:00.603515,2021-Nov-05 13:30:00.603515,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.950000,10,0,10,0,151.950000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206592,,,
TestPybindStrategy,2021-Nov-05 13:30:00.603587,2021-Nov-05 13:30:00.603589,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206593,,,
TestPybindStrategy,2021-Nov-05 13:30:00.603589,2021-Nov-05 13:30:00.603589,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.950000,10,0,10,0,151.950000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206594,,,
TestPybindStrategy,2021-Nov-05 13:30:00.603589,2021-Nov-05 13:30:00.603589,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206595,,,
TestPybindStrategy,2021-Nov-05 13:30:00.869385,2021-Nov-05 13:30:00.869385,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206596,,,
TestPybindStrategy,2021-Nov-05 13:30:00.894256,2021-Nov-05 13:30:00.894256,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.910000,-10,0,-10,0,151.910000,0.046028,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206597,,,
TestPybindStrategy,2021-Nov-05 13:30:00.894278,2021-Nov-05 13:30:00.894278,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206598,,,
TestPybindStrategy,2021-Nov-05 13:30:01.030503,2021-Nov-05 13:30:01.030505,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206599,,,
TestPybindStrategy,2021-Nov-05 13:30:01.289163,2021-Nov-05 13:30:01.289163,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206600,,,
TestPybindStrategy,2021-Nov-05 13:30:01.314178,2021-Nov-05 13:30:01.317787,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206601,,,
TestPybindStrategy,2021-Nov-05 13:30:01.476721,2021-Nov-05 13:30:01.476721,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206602,,,
TestPybindStrategy,2021-Nov-05 13:30:01.936344,2021-Nov-05 13:30:01.936346,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206603,,,
TestPybindStrategy,2021-Nov-05 13:30:01.936345,2021-Nov-05 13:30:01.936345,FILLED,FILL,AAPL,BUY,LIMIT,DAY,153.820000,10,0,10,0,153.820000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206604,,,
TestPybindStrategy,2021-Nov-05 13:30:01.936346,2021-Nov-05 13:30:02.031160,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206605,,,
TestPybindStrategy,2021-Nov-05 13:30:02.218299,2021-Nov-05 13:30:02.218299,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.970000,10,0,10,0,151.970000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206606,,,
TestPybindStrategy,2021-Nov-05 13:30:02.506625,2021-Nov-05 13:30:02.822618,FILLED,FILL,AAPL,SELL,LIMIT,DAY,151.880000,-10,0,-10,0,151.880000,0.046021,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206607,,,
TestPybindStrategy,2021-Nov-05 13:30:02.549659,2021-Nov-05 13:30:02.549659,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.890000,10,0,10,0,151.890000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206608,,,
TestPybindStrategy,2021-Nov-05 13:30:02.701093,2021-Nov-05 13:30:02.701093,FILLED,FILL,AAPL,SELL,LIMIT,DAY,147.660000,-10,0,-10,0,147.660000,0.045076,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206609,,,
TestPybindStrategy,2021-Nov-05 13:30:02.822562,2021-Nov-05 13:30:02.822562,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.880000,10,0,10,0,151.880000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206610,,,
TestPybindStrategy,2021-Nov-05 13:30:02.822618,2021-Nov-05 13:30:02.822618,FILLED,FILL,AAPL,SELL,LIMIT,DAY,147.660000,-10,0,-10,0,147.660000,0.045076,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206611,,,
TestPybindStrategy,2021-Nov-05 13:30:02.822619,2021-Nov-05 13:30:02.822619,FILLED,FILL,AAPL,BUY,LIMIT,DAY,151.880000,10,0,10,0,151.880000,0.012000,SIM-1001-101,dlariviere,FILL_SIMULATOR,IEX,365733645206612,,,
