StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
TestPybindStrategy,2021-Nov-05 13:30:03.670686,AAPL,17,151.870000,0.020400,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123584,,FILL
TestPybindStrategy,2021-Nov-05 13:30:03.837484,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123585,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.169532,AAPL,100,151.900000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123586,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.169654,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123587,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.169995,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123588,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.170810,AAPL,-100,151.870000,0.460189,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123589,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.273896,AAPL,83,151.870000,0.099600,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645123584,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.414362,AAPL,100,151.840000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123590,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.537294,AAPL,100,151.830000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123591,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.669008,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123592,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.966908,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123593,,FILL
TestPybindStrategy,2021-Nov-05 13:30:04.966936,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123594,,FILL
TestPybindStrategy,2021-Nov-05 13:30:05.344429,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123595,,FILL
TestPybindStrategy,2021-Nov-05 13:30:05.344431,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123596,,FILL
TestPybindStrategy,2021-Nov-05 13:30:06.134110,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123597,,FILL
TestPybindStrategy,2021-Nov-05 13:30:06.496232,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123598,,FILL
TestPybindStrategy,2021-Nov-05 13:30:07.203471,AAPL,100,151.890000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123599,,FILL
TestPybindStrategy,2021-Nov-05 13:30:08.030145,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123600,,FILL
TestPybindStrategy,2021-Nov-05 13:30:08.030702,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123601,,FILL
TestPybindStrategy,2021-Nov-05 13:30:08.233307,AAPL,100,151.840000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123602,,FILL
TestPybindStrategy,2021-Nov-05 13:30:09.760695,AAPL,100,153.820000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123603,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.078573,AAPL,100,151.890000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123604,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.080476,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123605,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.080867,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645123605,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.089008,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123606,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.096131,AAPL,17,152.600000,0.020400,ADDED,0,,SIM-1001-101,dlariviere,IEX,365733645123606,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.142776,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123607,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.142777,AAPL,100,151.850000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123608,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.181691,AAPL,100,151.830000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123609,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.282563,AAPL,100,151.810000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123610,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.352766,AAPL,100,151.880000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123611,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.720398,AAPL,100,151.940000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123612,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.758594,AAPL,100,151.940000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123613,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.758626,AAPL,100,151.940000,0.120000,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123614,,FILL
TestPybindStrategy,2021-Nov-05 13:30:11.791197,AAPL,83,152.600000,0.099600,REMOVED,0,,SIM-1001-101,dlariviere,IEX,365733645123615,,FILL
