Name,Time,Cumulative PnL
TestPybindStrategy,2021-Nov-05 13:30:15.087998,0.000000
TestPybindStrategy,2021-Nov-05 13:31:15.200371,0.000000
TestPybindStrategy,2021-Nov-05 13:32:15.530022,0.000000
TestPybindStrategy,2021-Nov-05 13:33:15.754816,0.000000
TestPybindStrategy,2021-Nov-05 13:34:16.246436,0.000000
TestPybindStrategy,2021-Nov-05 13:35:16.398198,0.000000
TestPybindStrategy,2021-Nov-05 13:36:16.725391,0.000000
TestPybindStrategy,2021-Nov-05 13:37:16.811802,0.000000
TestPybindStrategy,2021-Nov-05 13:38:16.962512,0.000000
TestPybindStrategy,2021-Nov-05 13:39:17.975916,0.000000
TestPybindStrategy,2021-Nov-05 13:40:18.165779,0.000000
TestPybindStrategy,2021-Nov-05 13:41:18.576617,0.000000
TestPybindStrategy,2021-Nov-05 13:42:18.738606,0.000000
TestPybindStrategy,2021-Nov-05 13:43:19.253554,0.000000
TestPybindStrategy,2021-Nov-05 13:44:19.535140,0.000000
TestPybindStrategy,2021-Nov-05 13:45:19.673555,0.000000
TestPybindStrategy,2021-Nov-05 13:46:20.072573,0.000000
TestPybindStrategy,2021-Nov-05 13:47:20.410323,0.000000
TestPybindStrategy,2021-Nov-05 13:48:20.823462,0.000000
TestPybindStrategy,2021-Nov-05 13:49:21.173384,0.000000
TestPybindStrategy,2021-Nov-05 13:50:21.410407,0.000000
TestPybindStrategy,2021-Nov-05 13:51:21.649882,0.000000
TestPybindStrategy,2021-Nov-05 13:52:22.242213,0.000000
TestPybindStrategy,2021-Nov-05 13:53:22.583891,0.000000
TestPybindStrategy,2021-Nov-05 13:54:23.622972,0.000000
TestPybindStrategy,2021-Nov-05 13:55:24.175750,0.000000
TestPybindStrategy,2021-Nov-05 13:56:24.373562,0.000000
TestPybindStrategy,2021-Nov-05 13:57:24.951672,0.000000
TestPybindStrategy,2021-Nov-05 13:58:25.703543,0.000000
TestPybindStrategy,2021-Nov-05 13:59:26.150351,0.000000
TestPybindStrategy,2021-Nov-05 14:00:26.329224,0.000000
TestPybindStrategy,2021-Nov-05 14:01:27.575490,0.000000
TestPybindStrategy,2021-Nov-05 14:02:28.011865,0.000000
TestPybindStrategy,2021-Nov-05 14:03:28.241184,0.000000
TestPybindStrategy,2021-Nov-05 14:04:28.721359,0.000000
TestPybindStrategy,2021-Nov-05 14:05:29.059326,0.000000
TestPybindStrategy,2021-Nov-05 14:06:29.389104,0.000000
TestPybindStrategy,2021-Nov-05 14:07:29.851387,0.000000
TestPybindStrategy,2021-Nov-05 14:08:31.020422,0.000000
TestPybindStrategy,2021-Nov-05 14:09:31.548865,0.000000
TestPybindStrategy,2021-Nov-05 14:10:32.161235,0.000000
TestPybindStrategy,2021-Nov-05 14:11:33.053550,0.000000
TestPybindStrategy,2021-Nov-05 14:12:34.089772,0.000000
TestPybindStrategy,2021-Nov-05 14:13:34.548979,0.000000
TestPybindStrategy,2021-Nov-05 14:14:34.863992,0.000000
TestPybindStrategy,2021-Nov-05 14:15:35.464721,0.000000
TestPybindStrategy,2021-Nov-05 14:16:35.765242,0.000000
TestPybindStrategy,2021-Nov-05 14:17:36.144449,0.000000
TestPybindStrategy,2021-Nov-05 14:18:36.437030,0.000000
TestPybindStrategy,2021-Nov-05 14:19:37.378712,0.000000
TestPybindStrategy,2021-Nov-05 14:20:37.879344,0.000000
TestPybindStrategy,2021-Nov-05 14:21:38.131096,0.000000
TestPybindStrategy,2021-Nov-05 14:22:38.701816,0.000000
TestPybindStrategy,2021-Nov-05 14:23:39.750083,0.000000
TestPybindStrategy,2021-Nov-05 14:24:40.703557,0.000000
TestPybindStrategy,2021-Nov-05 14:25:41.878689,0.000000
TestPybindStrategy,2021-Nov-05 14:26:42.546836,0.000000
TestPybindStrategy,2021-Nov-05 14:27:42.958280,0.000000
TestPybindStrategy,2021-Nov-05 14:28:43.823366,0.000000
TestPybindStrategy,2021-Nov-05 14:29:43.961626,0.000000
TestPybindStrategy,2021-Nov-05 14:30:44.837102,0.000000
TestPybindStrategy,2021-Nov-05 14:31:45.147217,0.000000
TestPybindStrategy,2021-Nov-05 14:32:45.917167,0.000000
TestPybindStrategy,2021-Nov-05 14:33:46.613561,0.000000
TestPybindStrategy,2021-Nov-05 14:34:47.333545,0.000000
TestPybindStrategy,2021-Nov-05 14:35:48.986647,0.000000
TestPybindStrategy,2021-Nov-05 14:36:49.282413,0.000000
TestPybindStrategy,2021-Nov-05 14:37:50.050685,0.000000
TestPybindStrategy,2021-Nov-05 14:38:50.647837,0.000000
TestPybindStrategy,2021-Nov-05 14:39:51.253111,0.000000
TestPybindStrategy,2021-Nov-05 14:40:52.917031,0.000000
TestPybindStrategy,2021-Nov-05 14:41:54.758529,0.000000
TestPybindStrategy,2021-Nov-05 14:42:55.643539,0.000000
TestPybindStrategy,2021-Nov-05 14:43:57.193421,0.000000
TestPybindStrategy,2021-Nov-05 14:44:58.160997,0.000000
TestPybindStrategy,2021-Nov-05 14:45:59.435121,0.000000
TestPybindStrategy,2021-Nov-05 14:47:01.163544,0.000000
TestPybindStrategy,2021-Nov-05 14:48:01.455749,0.000000
TestPybindStrategy,2021-Nov-05 14:49:02.571982,0.000000
TestPybindStrategy,2021-Nov-05 14:50:02.812177,0.000000
TestPybindStrategy,2021-Nov-05 14:51:03.173555,0.000000
TestPybindStrategy,2021-Nov-05 14:52:05.957637,0.000000
TestPybindStrategy,2021-Nov-05 14:53:06.443578,0.000000
TestPybindStrategy,2021-Nov-05 14:54:09.289031,0.000000
TestPybindStrategy,2021-Nov-05 14:55:10.201890,0.000000
TestPybindStrategy,2021-Nov-05 14:56:11.445175,0.000000
TestPybindStrategy,2021-Nov-05 14:57:13.209099,0.000000
TestPybindStrategy,2021-Nov-05 14:58:14.150345,0.000000
TestPybindStrategy,2021-Nov-05 14:59:14.813651,0.000000
TestPybindStrategy,2021-Nov-05 15:00:15.440776,0.000000
TestPybindStrategy,2021-Nov-05 15:01:15.653562,0.000000
TestPybindStrategy,2021-Nov-05 15:02:16.762454,0.000000
TestPybindStrategy,2021-Nov-05 15:03:18.256525,0.000000
TestPybindStrategy,2021-Nov-05 15:04:18.800602,0.000000
TestPybindStrategy,2021-Nov-05 15:05:19.223553,0.000000
TestPybindStrategy,2021-Nov-05 15:06:19.531873,0.000000
TestPybindStrategy,2021-Nov-05 15:07:19.685894,0.000000
TestPybindStrategy,2021-Nov-05 15:08:20.059204,0.000000
TestPybindStrategy,2021-Nov-05 15:09:20.942875,0.000000
TestPybindStrategy,2021-Nov-05 15:10:21.176486,0.000000
TestPybindStrategy,2021-Nov-05 15:11:22.025569,0.000000
