Name,Time,Cumulative PnL
TestPybindStrategy,2021-Nov-05 12:28:10.980678,0.000000
TestPybindStrategy,2021-Nov-05 12:31:36.317720,0.000000
TestPybindStrategy,2021-Nov-05 12:33:05.645682,0.000000
TestPybindStrategy,2021-Nov-05 12:34:36.336916,0.000000
TestPybindStrategy,2021-Nov-05 12:36:04.424744,0.000000
TestPybindStrategy,2021-Nov-05 12:37:09.360248,0.000000
TestPybindStrategy,2021-Nov-05 12:38:33.984171,0.000000
TestPybindStrategy,2021-Nov-05 12:39:44.452756,0.000000
TestPybindStrategy,2021-Nov-05 12:40:45.352144,0.000000
TestPybindStrategy,2021-Nov-05 12:41:50.328333,0.000000
TestPybindStrategy,2021-Nov-05 12:43:02.110313,0.000000
TestPybindStrategy,2021-Nov-05 12:44:45.372060,0.000000
TestPybindStrategy,2021-Nov-05 12:46:16.079688,0.000000
TestPybindStrategy,2021-Nov-05 12:47:40.837228,0.000000
TestPybindStrategy,2021-Nov-05 12:49:12.542638,0.000000
TestPybindStrategy,2021-Nov-05 12:50:41.411361,0.000000
TestPybindStrategy,2021-Nov-05 12:54:34.286595,0.000000
TestPybindStrategy,2021-Nov-05 12:58:59.107004,0.000000
TestPybindStrategy,2021-Nov-05 13:00:07.223582,0.000000
TestPybindStrategy,2021-Nov-05 13:01:47.140943,0.000000
TestPybindStrategy,2021-Nov-05 13:03:09.737214,0.000000
TestPybindStrategy,2021-Nov-05 13:04:16.088690,0.000000
TestPybindStrategy,2021-Nov-05 13:06:27.640869,0.000000
TestPybindStrategy,2021-Nov-05 13:07:50.999375,0.000000
TestPybindStrategy,2021-Nov-05 13:09:16.296979,0.000000
TestPybindStrategy,2021-Nov-05 13:13:46.458364,0.000000
TestPybindStrategy,2021-Nov-05 13:14:52.217789,0.000000
TestPybindStrategy,2021-Nov-05 13:16:01.051031,0.000000
TestPybindStrategy,2021-Nov-05 13:17:37.179438,0.000000
TestPybindStrategy,2021-Nov-05 13:19:15.985212,0.000000
TestPybindStrategy,2021-Nov-05 13:20:26.497320,0.000000
TestPybindStrategy,2021-Nov-05 13:21:45.001288,0.000000
TestPybindStrategy,2021-Nov-05 13:22:53.794103,0.000000
TestPybindStrategy,2021-Nov-05 13:24:27.896178,0.000000
TestPybindStrategy,2021-Nov-05 13:26:35.715283,0.000000
TestPybindStrategy,2021-Nov-05 13:27:50.198753,0.000000
TestPybindStrategy,2021-Nov-05 13:29:05.780864,0.000000
TestPybindStrategy,2021-Nov-05 13:30:15.275122,0.000000
TestPybindStrategy,2021-Nov-05 13:31:15.505096,0.000000
TestPybindStrategy,2021-Nov-05 13:32:16.380840,0.000000
TestPybindStrategy,2021-Nov-05 13:33:16.555779,0.000000
TestPybindStrategy,2021-Nov-05 13:34:16.760753,0.000000
TestPybindStrategy,2021-Nov-05 13:35:16.949928,0.000000
TestPybindStrategy,2021-Nov-05 13:36:17.108972,0.000000
TestPybindStrategy,2021-Nov-05 13:37:17.412812,0.000000
TestPybindStrategy,2021-Nov-05 13:38:17.949308,0.000000
TestPybindStrategy,2021-Nov-05 13:39:19.252051,0.000000
TestPybindStrategy,2021-Nov-05 13:40:19.548355,0.000000
TestPybindStrategy,2021-Nov-05 13:41:19.948700,0.000000
TestPybindStrategy,2021-Nov-05 13:42:20.699435,0.000000
TestPybindStrategy,2021-Nov-05 13:43:20.799173,0.000000
TestPybindStrategy,2021-Nov-05 13:44:21.194373,0.000000
TestPybindStrategy,2021-Nov-05 13:45:21.734489,0.000000
TestPybindStrategy,2021-Nov-05 13:46:23.828178,0.000000
TestPybindStrategy,2021-Nov-05 13:47:24.034363,0.000000
TestPybindStrategy,2021-Nov-05 13:48:24.158990,0.000000
TestPybindStrategy,2021-Nov-05 13:49:24.367219,0.000000
TestPybindStrategy,2021-Nov-05 13:50:24.761820,0.000000
TestPybindStrategy,2021-Nov-05 13:51:25.387695,0.000000
TestPybindStrategy,2021-Nov-05 13:52:25.967937,0.000000
TestPybindStrategy,2021-Nov-05 13:53:26.802658,0.000000
TestPybindStrategy,2021-Nov-05 13:54:27.430512,0.000000
TestPybindStrategy,2021-Nov-05 13:55:28.449946,0.000000
TestPybindStrategy,2021-Nov-05 13:56:29.139512,0.000000
TestPybindStrategy,2021-Nov-05 13:57:30.187075,0.000000
TestPybindStrategy,2021-Nov-05 13:58:30.992692,0.000000
TestPybindStrategy,2021-Nov-05 13:59:31.066138,0.000000
TestPybindStrategy,2021-Nov-05 14:00:31.910899,0.000000
TestPybindStrategy,2021-Nov-05 14:01:32.312270,0.000000
TestPybindStrategy,2021-Nov-05 14:02:33.000890,0.000000
TestPybindStrategy,2021-Nov-05 14:03:33.780948,0.000000
TestPybindStrategy,2021-Nov-05 14:04:34.476076,0.000000
TestPybindStrategy,2021-Nov-05 14:05:35.388172,0.000000
TestPybindStrategy,2021-Nov-05 14:06:36.350774,0.000000
TestPybindStrategy,2021-Nov-05 14:07:37.121986,0.000000
TestPybindStrategy,2021-Nov-05 14:08:38.011224,0.000000
TestPybindStrategy,2021-Nov-05 14:09:39.766275,0.000000
TestPybindStrategy,2021-Nov-05 14:10:40.323635,0.000000
TestPybindStrategy,2021-Nov-05 14:11:41.147055,0.000000
TestPybindStrategy,2021-Nov-05 14:12:41.738199,0.000000
TestPybindStrategy,2021-Nov-05 14:13:42.722918,0.000000
TestPybindStrategy,2021-Nov-05 14:14:44.191938,0.000000
TestPybindStrategy,2021-Nov-05 14:15:45.325634,0.000000
TestPybindStrategy,2021-Nov-05 14:16:45.801948,0.000000
TestPybindStrategy,2021-Nov-05 14:17:48.739374,0.000000
TestPybindStrategy,2021-Nov-05 14:18:50.061480,0.000000
TestPybindStrategy,2021-Nov-05 14:19:51.603975,0.000000
TestPybindStrategy,2021-Nov-05 14:20:53.771335,0.000000
TestPybindStrategy,2021-Nov-05 14:21:56.285530,0.000000
TestPybindStrategy,2021-Nov-05 14:22:58.473332,0.000000
TestPybindStrategy,2021-Nov-05 14:24:00.669395,0.000000
TestPybindStrategy,2021-Nov-05 14:25:01.626592,0.000000
TestPybindStrategy,2021-Nov-05 14:26:02.545110,0.000000
TestPybindStrategy,2021-Nov-05 14:27:02.787075,0.000000
TestPybindStrategy,2021-Nov-05 14:28:02.973615,0.000000
TestPybindStrategy,2021-Nov-05 14:29:03.270156,0.000000
TestPybindStrategy,2021-Nov-05 14:30:04.203738,0.000000
TestPybindStrategy,2021-Nov-05 14:31:05.273470,0.000000
TestPybindStrategy,2021-Nov-05 14:32:06.484538,0.000000
TestPybindStrategy,2021-Nov-05 14:33:08.212300,0.000000
TestPybindStrategy,2021-Nov-05 14:34:08.833662,0.000000
TestPybindStrategy,2021-Nov-05 14:35:09.478166,0.000000
TestPybindStrategy,2021-Nov-05 14:36:10.093939,0.000000
TestPybindStrategy,2021-Nov-05 14:37:11.112722,0.000000
TestPybindStrategy,2021-Nov-05 14:38:12.521434,0.000000
TestPybindStrategy,2021-Nov-05 14:39:16.646181,0.000000
TestPybindStrategy,2021-Nov-05 14:40:17.670792,0.000000
TestPybindStrategy,2021-Nov-05 14:41:18.210180,0.000000
TestPybindStrategy,2021-Nov-05 14:42:19.528742,0.000000
TestPybindStrategy,2021-Nov-05 14:43:20.545829,0.000000
TestPybindStrategy,2021-Nov-05 14:44:22.850544,0.000000
TestPybindStrategy,2021-Nov-05 14:45:24.427045,0.000000
TestPybindStrategy,2021-Nov-05 14:46:25.776940,0.000000
TestPybindStrategy,2021-Nov-05 14:47:29.923817,0.000000
TestPybindStrategy,2021-Nov-05 14:48:31.068517,0.000000
TestPybindStrategy,2021-Nov-05 14:49:32.509612,0.000000
TestPybindStrategy,2021-Nov-05 14:50:32.932424,0.000000
TestPybindStrategy,2021-Nov-05 14:51:33.379920,0.000000
TestPybindStrategy,2021-Nov-05 14:52:34.034100,0.000000
